race_id,favorite,favorite_odds,favorite_consensus,second_to_fav_odds_ratio,candidate_count,core_pair,four_cars,result,A_2of3_representatives_tickets,A_2of3_representatives_stake_yen,A_2of3_representatives_payout_yen,A_2of3_representatives_hit,B_core_pair_all_tickets,B_core_pair_all_stake_yen,B_core_pair_all_payout_yen,B_core_pair_all_hit,C_four_car_box_tickets,C_four_car_box_stake_yen,C_four_car_box_payout_yen,C_four_car_box_hit,D_four_car_without_favorite_tickets,D_four_car_without_favorite_stake_yen,D_four_car_without_favorite_payout_yen,D_four_car_without_favorite_hit
7320230821010007,1-4-7,4.0,0.18652536757120558,1.025,2,1-2,1-2-4-7,1-5-7,1-2-7|3-4-7,200,0,0,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,0,0,1-2-4|1-2-7|1-4-7|2-4-7,400,0,0,1-2-4|1-2-7|2-4-7,300,0,0
7320231106010006,1-3-7,4.3,0.17358316387763792,1.1860465116279069,2,1-7,,2-3-7,1-2-7|1-6-7,200,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,0,0,,0,0,0,,0,0,0
7420230523010010,2-4-7,4.0,0.18592842370958093,1.1,2,2-4,1-2-4-7,1-4-7,1-2-4|2-4-6,200,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,0,0,1-2-4|1-2-7|1-4-7|2-4-7,400,470,1,1-2-4|1-2-7|1-4-7,300,470,1
7520230202010009,1-4-7,4.4,0.1694486440705964,1.1818181818181817,3,1-7,1-2-4-7,1-5-7,1-2-7|1-6-7|3-4-7,300,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,3070,1,1-2-4|1-2-7|1-4-7|2-4-7,400,0,0,1-2-4|1-2-7|2-4-7,300,0,0
7520230430010008,3-4-7,5.1,0.14577338144351754,1.019607843137255,3,3-4,1-3-4-7,1-3-6,1-3-4|3-4-6|3-5-7,300,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-3-7|1-4-7,300,0,0
7520230430010010,1-5-7,4.7,0.15855558565607292,1.0638297872340425,1,1-3,1-3-5-7,1-2-3,1-3-7,100,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,1030,1,1-3-5|1-3-7|1-5-7|3-5-7,400,0,0,1-3-5|1-3-7|3-5-7,300,0,0
8120230131010006,2-3-7,4.4,0.16925352004858935,1.1136363636363635,1,3-5,2-3-5-7,2-3-7,3-5-7,100,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,0,0,2-3-5|2-3-7|2-5-7|3-5-7,400,440,1,2-3-5|2-5-7|3-5-7,300,0,0
8120230131010008,1-5-7,4.3,0.17324468783472666,1.1162790697674418,1,1-4,1-4-5-7,1-2-5,1-4-7,100,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-4-5|1-4-7|1-5-7|4-5-7,400,0,0,1-4-5|1-4-7|4-5-7,300,0,0
8120230131010010,1-3-4,4.3,0.1736113602241185,1.1395348837209303,0,,,1-4-6,,0,0,0,,0,0,0,,0,0,0,,0,0,0
8120230608010009,1-4-7,4.2,0.17723791969867034,1.1428571428571428,1,1-5,1-4-5-7,2-3-5,1-5-7,100,0,0,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,0,0,1-4-5|1-4-7|1-5-7|4-5-7,400,0,0,1-4-5|1-5-7|4-5-7,300,0,0
8120230608010010,1-4-5,5.2,0.14337674707248016,1.0961538461538463,2,1-3,1-3-4-5,1-4-5,1-3-4|1-5-6,200,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-4|1-3-5|1-4-5|3-4-5,400,520,1,1-3-4|1-3-5|3-4-5,300,0,0
8120230619010009,1-6-7,5.7,0.13124455387490797,1.1228070175438596,3,1-7,1-2-6-7,3-4-6,1-2-7|1-5-7|3-6-7,300,0,0,1-2-7|1-3-7|1-4-7|1-5-7|1-6-7,500,0,0,1-2-6|1-2-7|1-6-7|2-6-7,400,0,0,1-2-6|1-2-7|2-6-7,300,0,0
8120230619010010,2-3-5,4.5,0.16556477244529622,1.088888888888889,2,3-5,,2-3-7,1-3-5|3-5-6,200,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,0,0,,0,0,0,,0,0,0
8120230805010010,1-3-5,4.2,0.17731754170829242,1.0238095238095237,3,1-5,1-3-5-7,1-5-7,1-2-5|1-5-7|3-5-6,300,520,1,1-2-5|1-3-5|1-4-5|1-5-6|1-5-7,500,520,1,1-3-5|1-3-7|1-5-7|3-5-7,400,520,1,1-3-7|1-5-7|3-5-7,300,520,1
8120230805010011,2-4-6,4.7,0.15858928345678885,1.0,4,2-4,2-4-6-7,1-5-7,1-2-4|2-3-4|2-4-5|2-4-7,400,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,0,0,2-4-6|2-4-7|2-6-7|4-6-7,400,0,0,2-4-7|2-6-7|4-6-7,300,0,0
8320230111010006,3-4-6,4.7,0.15876037063265552,1.1063829787234043,3,3-4,2-3-4-6,1-3-7,1-3-4|2-3-4|3-4-5,300,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,2-3-4|2-3-6|2-4-6|3-4-6,400,0,0,2-3-4|2-3-6|2-4-6,300,0,0
8320230218010006,1-3-7,4.8,0.15540594904241425,1.0,1,3-4,1-3-4-7,3-4-6,3-4-7,100,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,3480,1,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-4-7|3-4-7,300,0,0
8320230218010007,2-3-5,4.9,0.15200259456471282,1.0816326530612244,2,3-5,2-3-5-6,2-3-5,2-3-7|3-5-6,200,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,490,1,2-3-5|2-3-6|2-5-6|3-5-6,400,490,1,2-3-6|2-5-6|3-5-6,300,0,0
8320230401010008,1-2-3,5.2,0.1439953303116644,1.1346153846153846,3,1-3,,1-5-7,1-3-6|1-3-7|2-3-5,300,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,,0,0,0,,0,0,0
8320231129010009,1-2-5,7.2,0.10376088339570896,1.1111111111111112,2,2-4,2-4-5-6,1-2-4,1-2-6|2-4-5,200,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,940,1,2-4-5|2-4-6|2-5-6|4-5-6,400,0,0,2-4-5|2-4-6|2-5-6|4-5-6,400,0,0
8320231211010008,1-3-7,4.1,0.18160732535533394,1.0,3,3-7,1-2-3-7,1-4-5,2-3-7|3-4-7|3-5-7,300,0,0,1-3-7|2-3-7|3-4-7|3-5-7|3-6-7,500,0,0,1-2-3|1-2-7|1-3-7|2-3-7,400,0,0,1-2-3|1-2-7|2-3-7,300,0,0
8320231211010011,2-3-4,4.4,0.1693847984011992,1.0,2,2-4,2-3-4-6,4-5-6,2-4-6|3-4-5,200,0,0,1-2-4|2-3-4|2-4-5|2-4-6|2-4-7,500,0,0,2-3-4|2-3-6|2-4-6|3-4-6,400,0,0,2-3-6|2-4-6|3-4-6,300,0,0
8320231224010006,2-3-7,6.3,0.11844338278949845,1.0,2,2-7,2-3-5-7,3-5-6,2-5-7|2-6-7,200,0,0,1-2-7|2-3-7|2-4-7|2-5-7|2-6-7,500,0,0,2-3-5|2-3-7|2-5-7|3-5-7,400,0,0,2-3-5|2-5-7|3-5-7,300,0,0
8420230508010008,1-4-7,4.0,0.1865930138077145,1.1,0,,,1-4-7,,0,0,0,,0,0,0,,0,0,0,,0,0,0
8420230518010006,2-3-5,4.7,0.1584407341386454,1.1063829787234043,3,3-5,2-3-4-5,5-6-7,1-3-5|2-5-6|3-4-5,300,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,0,0,2-3-4|2-3-5|2-4-5|3-4-5,400,0,0,2-3-4|2-4-5|3-4-5,300,0,0
8420230518010007,1-4-5,5.1,0.1461065811809301,1.0980392156862746,2,1-3,1-3-4-5,1-2-5,1-2-4|1-3-5,200,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-4|1-3-5|1-4-5|3-4-5,400,0,0,1-3-4|1-3-5|3-4-5,300,0,0
8420230518010008,3-4-7,4.2,0.17724290354711825,1.0714285714285714,1,1-3,1-3-4-7,2-3-7,1-3-4,100,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-3-7|1-4-7,300,0,0
8420231015010010,3-5-7,4.1,0.1811669873171852,1.024390243902439,1,4-5,3-4-5-7,3-4-7,4-5-7,100,0,0,1-4-5|2-4-5|3-4-5|4-5-6|4-5-7,500,0,0,3-4-5|3-4-7|3-5-7|4-5-7,400,460,1,3-4-5|3-4-7|4-5-7,300,460,1
8420231015010011,2-4-7,4.2,0.17725063450021902,1.1428571428571428,3,2-7,2-3-4-7,2-4-7,2-3-7|2-6-7|4-5-7,300,0,0,1-2-7|2-3-7|2-4-7|2-5-7|2-6-7,500,420,1,2-3-4|2-3-7|2-4-7|3-4-7,400,420,1,2-3-4|2-3-7|3-4-7,300,0,0
8420231026010008,2-3-5,4.4,0.16930358037294646,1.0681818181818181,3,2-3,,3-5-7,2-3-6|2-3-7|3-4-5,300,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,,0,0,0,,0,0,0
8520230215010006,2-3-4,4.0,0.18655471337598953,1.175,1,3-4,2-3-4-6,3-4-6,3-4-6,100,600,1,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,600,1,2-3-4|2-3-6|2-4-6|3-4-6,400,600,1,2-3-6|2-4-6|3-4-6,300,600,1
8520230314010006,2-5-7,6.0,0.12450943490259003,1.1500000000000001,3,2-7,2-5-6-7,1-2-5,1-5-7|2-4-7|2-6-7,300,0,0,1-2-7|2-3-7|2-4-7|2-5-7|2-6-7,500,0,0,2-5-6|2-5-7|2-6-7|5-6-7,400,0,0,2-5-6|2-6-7|5-6-7,300,0,0
8520230327010007,1-3-4,4.9,0.15275012880373587,1.0204081632653061,2,1-4,1-3-4-6,1-4-6,1-4-6|1-4-7,200,520,1,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,520,1,1-3-4|1-3-6|1-4-6|3-4-6,400,520,1,1-3-6|1-4-6|3-4-6,300,520,1
8520230502010006,3-6-7,6.0,0.1243886592822565,1.0666666666666667,3,3-7,,4-5-7,1-3-7|2-3-7|3-5-7,300,0,0,1-3-7|2-3-7|3-4-7|3-5-7|3-6-7,500,0,0,,0,0,0,,0,0,0
8520230502010009,2-5-7,4.6,0.16195318375069567,1.0434782608695652,1,2-5,,1-4-7,2-5-6,100,0,0,1-2-5|2-3-5|2-4-5|2-5-6|2-5-7,500,0,0,,0,0,0,,0,0,0
8520230613010006,1-4-5,6.8,0.10972335223394321,1.0735294117647058,3,1-3,1-3-4-5,1-4-6,1-2-4|1-3-5|4-5-6,300,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-4|1-3-5|1-4-5|3-4-5,400,0,0,1-3-4|1-3-5|3-4-5,300,0,0
8520230613010007,2-3-4,5.3,0.14077472823842832,1.0,3,3-4,1-2-3-4,2-3-5,1-3-4|2-3-6|3-4-5,300,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,1-2-3|1-2-4|1-3-4|2-3-4,400,0,0,1-2-3|1-2-4|1-3-4,300,0,0
8520230727010010,3-4-7,5.2,0.14345938303208047,1.0769230769230769,2,3-4,,2-4-7,1-3-4|3-4-5,200,0,0,1-3-4|2-3-4|3-4-5|3-4-6|3-4-7,500,0,0,,0,0,0,,0,0,0
8620230123010007,1-3-5,6.8,0.10995348138248974,1.0294117647058825,2,3-5,,3-4-5,1-5-6|3-5-7,200,0,0,1-3-5|2-3-5|3-4-5|3-5-6|3-5-7,500,2140,1,,0,0,0,,0,0,0
8620230224010006,1-3-7,6.2,0.12058800721586067,1.096774193548387,2,1-3,1-3-4-7,2-3-7,1-3-4|3-6-7,200,0,0,1-2-3|1-3-4|1-3-5|1-3-6|1-3-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-4-7|3-4-7,300,0,0
8620230224010011,1-2-4,4.3,0.17289361504316636,1.0232558139534884,2,1-4,1-2-4-7,1-4-7,1-4-7|2-3-4,200,530,1,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,530,1,1-2-4|1-2-7|1-4-7|2-4-7,400,530,1,1-2-7|1-4-7|2-4-7,300,530,1
8620230407010008,2-3-7,5.4,0.13816878150003123,1.111111111111111,1,2-3,,1-4-5,2-3-6,100,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,,0,0,0,,0,0,0
8620230815010007,3-4-5,5.7,0.13096075097161367,1.1754385964912282,2,2-3,2-3-4-5,2-4-7,2-3-4|3-5-6,200,0,0,1-2-3|2-3-4|2-3-5|2-3-6|2-3-7,500,0,0,2-3-4|2-3-5|2-4-5|3-4-5,400,0,0,2-3-4|2-3-5|2-4-5,300,0,0
8620230919010006,1-4-7,5.6,0.13316980342262025,1.125,2,1-4,1-3-4-7,3-5-7,1-3-4|1-4-6,200,0,0,1-2-4|1-3-4|1-4-5|1-4-6|1-4-7,500,0,0,1-3-4|1-3-7|1-4-7|3-4-7,400,0,0,1-3-4|1-3-7|3-4-7,300,0,0
8620231214010007,1-2-4,4.4,0.16922633776744408,1.0,3,1-2,1-2-3-4,1-2-5,1-2-3|1-2-6|1-4-5,300,0,0,1-2-3|1-2-4|1-2-5|1-2-6|1-2-7,500,800,1,1-2-3|1-2-4|1-3-4|2-3-4,400,0,0,1-2-3|1-3-4|2-3-4,300,0,0
